place_id,zipcode,supermarket_type,market_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJL9ZQEoyy9YgR7cmB4X1ANhE,30038,department_store,Walmart Supercenter,33.694617,-84.084844,http://www.ndmmarket.com/,"8424 Mall Pkwy, Lithonia, GA 30038, USA",https://maps.google.com/?cid=1240249656785619437,(404) 847-9942
ChIJ8XhgcYmy9YgRCRot5yiWjeg,30038,food,Sam's Club,33.6950963,-84.0869525,http://www.caycefoods.com/,"2994 Turner Hill Rd, Lithonia, GA 30038, USA",https://maps.google.com/?cid=16757214890936834569,(678) 309-0007
ChIJq0KxZJuX9YgRJm4D_bOUC14,30024,bakery,Publix Super Market at McGinnis Crossing,34.0498795,-84.0887676,http://www.publix.com/,"1000 Peachtree Industrial Blvd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=6776673565073960486,(770) 945-3949
ChIJP8w3e4qX9YgR5vpkAMLRzWQ,30024,grocery_or_supermarket,The Fresh Market,34.0372588,-84.0997188,http://www.dekalbfarmersmarket.com/,"1500 Peachtree Industrial Blvd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=7263692405178956518,(770) 932-4377
ChIJv0K9zoit9YgRRlIQwxiIz0I,30058,grocery_or_supermarket,Wayfield Foods Inc,33.7117646,-84.1080316,http://www.al-salamstore.com/,"2636 Max Cleland Blvd, Lithonia, GA 30058, USA",https://maps.google.com/?cid=4814216166615568966,(678) 573-9669
ChIJzVkFprCk9YgRxjSckZHWsh4,30047,grocery_or_supermarket,ALDI,33.9079463,-84.1109836,http://malincho.com/,"396 Pleasant Hill Rd, Lilburn, GA 30047, USA",https://maps.google.com/?cid=2212066287693870278,(770) 416-6620
ChIJY9gS1bqk9YgRxVvq7Q2QGSg,30047,grocery_or_supermarket,Alsafa Market,33.9131393,-84.1138451,https://www.aldi.us/,"550 Pleasant Hill Rd b205, Lilburn, GA 30047, USA",https://maps.google.com/?cid=2889499025435417541,(770) 921-8288
ChIJu4d8t0yY9YgRc7C6GBmxi8A,30024,bakery,Publix Super Market at Shakerag Shopping Center,34.0571868,-84.1289417,http://www.cherians.com/,"7780 McGinnis Ferry Rd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=13874377798392131699,(678) 714-0976
ChIJCdV2u0ys9YgRNObyDXG23S0,30058,grocery_or_supermarket,Kroger,33.7186679,-84.144531,http://www.cherians.com/,"6678 Covington Hwy, Lithonia, GA 30058, USA",https://maps.google.com/?cid=3304998298241394228,(404) 366-3233
ChIJYf9JYUys9YgRNaJ00q7j0wk,30058,grocery_or_supermarket,ALDI,33.7183388,-84.1467596,http://www.mymothernatures.com/,"6650 Covington Hwy, Lithonia, GA 30058, USA",https://maps.google.com/?cid=708159906421973557,(770) 593-7110
ChIJO8mizhWZ9YgRDkJCMWA2NP0,30024,grocery_or_supermarket,Suvidha Indo-Pak Groceries,34.0773392,-84.1622567,http://www.aofwc.com/,"3495 Peachtree Pkwy #105, Suwanee, GA 30024, USA",https://maps.google.com/?cid=18245267777155908110,(770) 663-8823
ChIJIeE5VeWt9YgRCsOysyef3dc,30058,grocery_or_supermarket,Walmart Neighborhood Market,33.7244094,-84.1646343,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"6152 Covington Hwy, Lithonia, GA 30058, USA",https://maps.google.com/?cid=15554763680874939146,(404) 299-0842
ChIJMaPPeKKu9YgRrXKG8vetvRY,30083,grocery_or_supermarket,Carnival Grocery,33.756108,-84.164732,https://www.kroger.com/,"5616 Redan Rd, Stone Mountain, GA 30088, USA",https://maps.google.com/?cid=1638657119870153389,(770) 921-8288
ChIJVy0mr4us9YgRZr4HslOoqBI,30038,department_store,Walmart Supercenter,33.700664,-84.167047,http://www.mariettahalal.com/,"5401 Fairington Rd, Lithonia, GA 30038, USA",https://maps.google.com/?cid=1344509566192696934,(770) 323-3180
ChIJYbg51dGo9YgRpbBFW9YOuKo,30083,grocery_or_supermarket,Kroger,33.804887,-84.191228,http://www.mondelezinternational.com/,"965 N Hairston Rd, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=12301598695979593893,(770) 381-0490
ChIJ01QiTPKr9YgRptfcH0r5W7k,30032,grocery_or_supermarket,Caribbean Farmers Market,33.731933,-84.192365,http://www.publix.com/,"5410 Covington Hwy, Decatur, GA 30035, USA",https://maps.google.com/?cid=13356543216654800806,(855) 955-2534
ChIJ6bByjCWp9YgR1FEGeIuk5ww,30083,grocery_or_supermarket,Ingles Markets,33.786043,-84.19759,http://www.carvermarket.com/,"4815 Rockbridge Rd SW, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=929892766996386260,(678) 580-2319
ChIJfS6vlxqm9YgRZWwSrjJwm1g,30002,grocery_or_supermarket,"Commerce International, Inc.",33.8490384,-84.197717,http://www.wholefoodsmarket.com/stores/sandysprings?s=SDY,"-4744, 4650 Hugh Howell Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=6384820259698928741,(770) 455-0770
ChIJOwNiKN2e9YgRkl4kNsxgZws,30009,grocery_or_supermarket,Super Global International Food Market,34.0716325,-84.2048752,http://www.subway.com/,"11880 Douglas Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=821731887216352914,(770) 643-0577
ChIJZfm-yaSr9YgRxJLE00IIZo0,30035,grocery_or_supermarket,Little Giant Farmers Market,33.7168437,-84.2133992,http://wayfieldfoods.com/,"2440 Wesley Chapel Rd, Decatur, GA 30035, USA",https://maps.google.com/?cid=10188840290086064836,(678) 580-2319
ChIJaX-8r7qr9YgRVoYSu6xGBf4,30035,grocery_or_supermarket,Kroger,33.7182648,-84.2174627,http://www.publix.com/,"2385 Wesley Chapel Rd, Decatur, GA 30035, USA",https://maps.google.com/?cid=18304113968204121686,(770) 455-0770
ChIJ68m1yi2m9YgRoq5EFy5zRuo,30084,grocery_or_supermarket,Mother Nature's Market,33.8482174,-84.2240547,http://www.walgreens.com/locator/walgreens-340+boulevard+ne+ste+143-atlanta-ga-30312/id=12604,"3853 Lawrenceville Hwy, Tucker, GA 30084, USA",https://maps.google.com/?cid=16881306895040949922,(404) 299-0698
ChIJFzOCpqqp9YgRbT2T02uEjqY,30324,convenience_store,"African & International Market, LLC",33.7950683,-84.227922,http://www.ifcgourmet.com/,"5064 Memorial Dr, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=12001675655634959725,(404) 294-0911
ChIJB_5hgCCr9YgRkD2cQGvirH8,30034,grocery_or_supermarket,ALDI,33.6814966,-84.22799,http://servicefoods.com/,"4900 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=9199977089084439952,(770) 322-8984
ChIJ3R8BWN-q9YgRuXVMBj3eJDg,30034,food,GNC,33.6792613,-84.2280995,http://www.al-salamstore.com/,"4919 Flat Shoals Pkwy #102, Decatur, GA 30034, USA",https://maps.google.com/?cid=4045602718965593529,(404) 297-8976
ChIJu-IVGWCo9YgRunPKEN0RJd8,30021,grocery_or_supermarket,Super Fresh,33.8199226,-84.2285064,http://www.publix.com/,"4604 E Ponce De Leon Ave, Clarkston, GA 30021, USA",https://maps.google.com/?cid=16079277685763371962,(404) 294-1880
ChIJ3R8BWN-q9YgRrvvQSBEkvKM,30034,grocery_or_supermarket,Kroger,33.67916,-84.2287659,http://www.leoninternationalfoods.com/,"4919 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=11798344780458556334,(404) 762-0661
ChIJmWTsiqqp9YgRaQ1pYe8rmrE,30002,grocery_or_supermarket,Zamzam International Foods,33.7927634,-84.229053,http://www.bakkalinternational.com/,"5030 Memorial Dr, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=12797589598258138473,(404) 294-0911
ChIJmStJoN-q9YgRBkYlNQCBA5k,30034,convenience_store,Walgreens,33.6815678,-84.229338,http://www.namdaemun.com/,"3584 Wesley Chapel Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=11025798150624724486,(678) 691-2235
ChIJNRUnyCen9YgRISO38P14JvE,30341,grocery_or_supermarket,New International Food Inc,33.9167289,-84.2305523,http://www.cherians.com/,"2215 Skyland Ct, Norcross, GA 30071, USA",https://maps.google.com/?cid=17376709244316230433,(404) 233-7480
ChIJJTfISt6q9YgRJx3xZsRE9Qc,30032,grocery_or_supermarket,Super Valu,33.68306,-84.2306271,https://www.aldi.us/,"4822 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=573440137890962727,(404) 381-5063
ChIJBf7v9qip9YgRODE0_HCoewY,30021,grocery_or_supermarket,Quiubi Internationai Market,33.786513,-84.23072,http://www.suvidhaonline.com/,"3965 Rockbridge Rd SW, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=467152189584060728,(770) 724-6500
ChIJ0-r9Zqmp9YgRFvvcuIJNadQ,30021,grocery_or_supermarket,Maria Africa Market,33.7898135,-84.2316593,http://www.polishstoreatlanta.com/,"4910 Memorial Dr, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=15305850032437918486,(404) 299-0842
ChIJdQZHvN6q9YgRqMJ2zcErl6c,30034,bakery,Publix Super Market at Flat Shoals Crossing SC,33.6796642,-84.2317023,http://commercefood.com/,"3649 Flakes Mill Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=12076169037193069224,(404) 534-6538
ChIJQ2i-J6yf9YgRzDj5ykrKN50,30009,bakery,Publix Super Market at Alpharetta Commons,34.0572891,-84.2351623,https://www.instagram.com/k.intlgrill/,"4305 State Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11328745810255493324,(770) 751-7980
ChIJXatrWoap9YgRas0UCZXX5HE,30032,grocery_or_supermarket,Georgetown Food Market,33.7547392,-84.2363151,http://www.shahigrillatl.com/,"4055 Covington Hwy, Decatur, GA 30032, USA",https://maps.google.com/?cid=8206921456078343530,(404) 284-0500
ChIJN0-cIQZV9IgRs5MyNExBu5Q,30294,bakery,Ingles Markets,33.6221965,-84.23737,,"100 Fairview Rd, Ellenwood, GA 30294, USA",https://maps.google.com/?cid=10717231533807276979,(404) 681-0509
ChIJO_WLFoap9YgRIyUKEQGBxjM,30032,grocery_or_supermarket,285 Farmers Market,33.7559804,-84.2374329,http://www.publix.com/,"4020 Covington Hwy, Decatur, GA 30032, USA",https://maps.google.com/?cid=3730811182903862563,(404) 963-1089
ChIJ4RZerUSo9YgRbVsgvOOJljg,30021,food,Food Mart Clarkston,33.8121579,-84.238496,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"4260 E Ponce de Leon Ave, Clarkston, GA 30021, USA",https://maps.google.com/?cid=4077598123837381485,(404) 377-6400
ChIJp-tBZghV9IgRiyelfTLRv0c,30294,grocery_or_supermarket,Kroger,33.6193182,-84.2391159,,"101 Fairview Rd, Ellenwood, GA 30294, USA",https://maps.google.com/?cid=5170080912031164299,(404) 220-3000
ChIJhxbbA0Wo9YgRNmo3Jt2aQlQ,30021,grocery_or_supermarket,Drd International Inc,33.8098595,-84.2407304,http://www.assiplaza.net/suwanee.php,"3653 Market St, Clarkston, GA 30021, USA",https://maps.google.com/?cid=6071585522268465718,(678) 705-7966
ChIJd9vsCkWo9YgRcJujwTWmyxk,30021,grocery_or_supermarket,Yass Grocery & Bakery International FD,33.808895,-84.240965,http://www.publix.com/,"1049 Vaughan St, Clarkston, GA 30021, USA",https://maps.google.com/?cid=1858762021032663920,(404) 297-0976
ChIJUwy5qUWo9YgRHQDYbVVVL6E,30021,convenience_store,Balagru Food Mart,33.8097011,-84.24126,http://www.publix.com/,"3643 Market St, Clarkston, GA 30021, USA",https://maps.google.com/?cid=11614595789415251997,(404) 296-6493
ChIJZ0HACkSo9YgR-h_6hFMKFtc,30021,grocery_or_supermarket,Talars International Foods,33.8129619,-84.2423716,http://www.healthyme.reliv.com/,"953 Montreal Rd, Clarkston, GA 30021, USA",https://maps.google.com/?cid=15498586521471688698,(404) 228-7148
ChIJ2UgICUSo9YgRFE_Mf8aNINw,30021,grocery_or_supermarket,Halal House/ International City Market,33.8129692,-84.2423886,http://cherians.com/,"953 Montreal Rd E, Clarkston, GA 30021, USA",https://maps.google.com/?cid=15861833771286023956,(404) 296-6767
ChIJ3QrxNUSo9YgRsTxbi40WjT4,30021,grocery_or_supermarket,Fatma Halal Meat & Groceries,33.8108,-84.2424331,http://www.hmart.com/,"926 Montreal Rd E, Clarkston, GA 30021, USA",https://maps.google.com/?cid=4507283599251946673,(404) 600-2612
ChIJ3QrxNUSo9YgRM7zx3ilVn4A,30021,grocery_or_supermarket,Clarkston Thriftown Inc,33.81014,-84.2425898,http://www.publix.com/,"926 Montreal Rd, Clarkston, GA 30021, USA",https://maps.google.com/?cid=9268220196474174515,(404) 296-5116
ChIJVWfvp7Cp9YgROU2FCJctv_g,30324,grocery_or_supermarket,Al-Salam International Groceries,33.7852631,-84.2430603,http://www.cherians.com/,"3711 N Decatur Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=17924095168664128825,(404) 297-8163
ChIJe8BxQRKn9YgR-uZmvmo9R08,30324,grocery_or_supermarket,Leon International Foods,33.898299,-84.2452707,http://www.aofwc.com/,"4000 Pleasantdale Rd, Doraville, GA 30340, USA",https://maps.google.com/?cid=5712602181013006074,(770) 416-6620
ChIJ_xlKOBeq9YgR1jRseuwgGMs,30032,grocery_or_supermarket,Wayfield Foods,33.7392148,-84.2535638,http://www.dlimena.com/,"1757 Columbia Dr, Decatur, GA 30032, USA",https://maps.google.com/?cid=14634483189178709206,(404) 920-1572
ChIJx3hPueOn9YgRqOs4u2h26GI,30084,grocery_or_supermarket,Kroger,33.843522,-84.2555749,http://www.mondelezinternational.com/,"3959 Lavista Rd, Tucker, GA 30084-5152, USA",https://maps.google.com/?cid=7127076602503556008,(770) 469-3119
ChIJZbuL_eqn9YgRGIFUNFqGaxw,30345,bakery,Publix Super Market at Briarcliff Village SC,33.8474299,-84.2572238,http://www.bakkalinternational.com/,"2162 Henderson Mill Rd NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=2047878177553154328,(770) 416-6620
ChIJL3JNs4Sq9YgRJM3gZnfKsdo,30034,grocery_or_supermarket,Fun Food Depo,33.6970527,-84.2637761,http://www.ingles-markets.com/,"3806 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=15758599185322003748,(404) 299-0842
ChIJOz8FjVOn9YgRdlKb9sgyw0U,30341,grocery_or_supermarket,Atlanta Oriental Food,33.9265763,-84.2639956,http://www.traderjoes.com/,"3029 Bankers Industrial Dr, Doraville, GA 30360, USA",https://maps.google.com/?cid=5026917447787827830,(404) 551-3377
ChIJcxZuRv6f9YgR5YUlNL0N71Q,30009,bakery,Publix Super Market at Haynes Bridge Village,34.0232316,-84.2675493,http://www.ingles-markets.com/,"9925 Haynes Bridge Rd, Johns Creek, GA 30022, USA",https://maps.google.com/?cid=6120125524894647781,(770) 552-4580
ChIJ4VtAXf6p9YgR0QmMl2KMMSg,30032,department_store,Walmart Supercenter,33.757283,-84.268407,http://www.publix.com/,"3580 Memorial Dr, Decatur, GA 30032, USA",https://maps.google.com/?cid=2896250390453160401,(404) 244-1111
ChIJf-hhBQCq9YgRB1ThBAEjOqU,30032,grocery_or_supermarket,Kroger,33.7519543,-84.2694485,http://souqmarkets.com/,"3479 Memorial Drive, Decatur, GA 30032-2735, USA",https://maps.google.com/?cid=11905867052191142919,(404) 377-0894
ChIJ5xoCAKig9YgROHN__jcQLTY,30360,grocery_or_supermarket,Walmart Neighborhood Market,33.94189,-84.269679,http://www.marketgrocery.com/,"5025 Winters Chapel Rd, Dunwoody, GA 30360, USA",https://maps.google.com/?cid=3903794284679099192,(678) 580-2319
ChIJO_RB-dep9YgR5e4iz03UL0U,30021,food,Your DeKalb Farmers Market,33.7866115,-84.2698097,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"3000 E Ponce de Leon Ave, Decatur, GA 30030, USA",https://maps.google.com/?cid=4985436743175171813,(678) 580-2319
ChIJfyUuzoEA9YgRzaf6HfB_u5k,30034,grocery_or_supermarket,Fresh Valu Foods,33.7119631,-84.2707126,http://souqmarkets.com/,"2626 Rainbow Way, Decatur, GA 30034, USA",https://maps.google.com/?cid=11077588377719711693,(404) 366-3233
ChIJY-w5VFUH9YgRUHYfGFfNt8Q,30032,grocery_or_supermarket,ALDI,33.7540215,-84.270808,http://souqmarkets.com/,"3480 Memorial Dr, Decatur, GA 30032, USA",https://maps.google.com/?cid=14175024126122489424,(404) 284-0533
ChIJoXe78d4J9YgRxbh9u0IqCK4,30324,food,Buford Highway Farmers Market,33.9058031,-84.2741845,http://www.khinternational.com/,"5600 Buford Hwy NE, Atlanta, GA 30340, USA",https://maps.google.com/?cid=12540319628514932933,(770) 455-0770
ChIJjT0jjN4J9YgR69a_iydumKw,30322,grocery_or_supermarket,Buford International Market,33.9058298,-84.2742598,http://www.leoninternationalfoods.com/,"ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA",https://maps.google.com/?cid=12436811487111010027,(404) 299-0842
ChIJ7aGOqH8A9YgR8wB4ji-wl1E,30034,grocery_or_supermarket,Big Bear Supermarket,33.7087086,-84.2744593,http://www.publix.com/,"2849 Candler Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=5879361556855652595,(678) 418-5263
ChIJ03mBjoIH9YgRmlvPFl07b60,30324,grocery_or_supermarket,Cherians International Groceries,33.7986531,-84.2794785,http://www.cherians.com/,"751 Dekalb Industrial Way, Decatur, GA 30033, USA",https://maps.google.com/?cid=12497272761977101210,(404) 299-0842
ChIJe1uH0s4J9YgRO4E14TmH6Cg,30324,grocery_or_supermarket,International Food Store,33.8957065,-84.2849677,http://www.shahrzad.com/,"3651 Shallowford Rd, Atlanta, GA 30340, USA",https://maps.google.com/?cid=2947754638775255355,(678) 691-2235
ChIJu57GrBUI9YgRqW6z4EV9hL4,30329,bakery,Publix Super Market at Shallowford Exchange,33.8622808,-84.288047,http://www.publix.com/,"2562 Shallowford Rd, Atlanta, GA 30345, USA",https://maps.google.com/?cid=13728235303208185513,(404) 869-6556
ChIJm1UhusEJ9YgRd3565oMYAak,30360,grocery_or_supermarket,H Mart,33.9077452,-84.2881654,http://www.gfifoods.com/,"B, 6035 Peachtree Rd, Doraville, GA 30360, USA",https://maps.google.com/?cid=12178041822173101687,(770) 921-8288
ChIJK_vpyL3_9IgRCcrwzMGAd3k,30294,department_store,Walmart Supercenter,33.6364185,-84.2929673,,"2940 Anvil Block Rd, Ellenwood, GA 30294, USA",https://maps.google.com/?cid=8752605970673224201,(404) 659-1665
ChIJWwuRa6F19YgRsdZl7I-FZMw,30009,grocery_or_supermarket,Walmart Neighborhood Market,34.069409,-84.295245,http://www.habitatrockdale.net/,"11770 Haynes Bridge Rd, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=14728043534601279153,(770) 752-4966
ChIJUd3f7aZ19YgRwefYwG2w-Oo,30009,grocery_or_supermarket,International Gourmet Foods,34.0691374,-84.2970441,http://www.aldi.us/,"222 S Main St, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=16931476784532744129,(770) 619-2966
ChIJ28qrLzwH9YgR-cm439wjjHA,30032,food,Decatur Farmers Market,33.7788188,-84.2979831,http://www.namdaemun.com/,"308 Clairemont Ave, Decatur, GA 30030, USA",https://maps.google.com/?cid=8109896460540627449,(770) 322-2380
ChIJ7XlP97IJ9YgRs5PT9qmEtFg,30341,grocery_or_supermarket,Dinho Market of Atlanta,33.8901968,-84.2999316,http://www.thefreshmarket.com/directions?store=58,"5379 New Peachtree Rd, Atlanta, GA 30341, USA",https://maps.google.com/?cid=6391879636670976947,(770) 368-8169
ChIJxTJrE60J9YgRMxj3jnxpIFI,30341,food,"Global Specialty Foods, Inc.",33.8931429,-84.3061744,http://www.ndmmarket.com/,"5305 Peachtree Industrial Blvd, Atlanta, GA 30341, USA",https://maps.google.com/?cid=5917845894060251187,(404) 294-0911
ChIJzT-1f2EI9YgRi4ET0WWNoSk,30345,grocery_or_supermarket,Bismillah Supermarket,33.8608148,-84.3094388,http://www.aofwc.com/,"4022 Buford Hwy NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=2999834295244390795,(770) 455-0770
ChIJx0PlQWII9YgRsQpCgD6UvJs,30345,grocery_or_supermarket,ALDI,33.8580473,-84.3103897,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"3963 Buford Hwy NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=11222007367661128369,(770) 724-1947
ChIJXRK-XiwL9YgRTnNRG6U3s_U,30009,bakery,Publix Super Market at King's Market,34.0179485,-84.3198737,http://www.publix.com/,"1425 Market Blvd Ste 600, Roswell, GA 30076, USA",https://maps.google.com/?cid=17704555742391006030,(678) 259-2386
ChIJw8v3-u8G9YgRyQ3sflu7wUk,30324,grocery_or_supermarket,KHI International Trade,33.7880088,-84.3229958,http://www.khinternational.com/,"1649 N Decatur Rd, Atlanta, GA 30307, USA",https://maps.google.com/?cid=5314735036919713225,(404) 920-1572
ChIJixTVuTv-9IgRhnqN3EuGaV0,30288,grocery_or_supermarket,Watkins Products,33.651339,-84.3259155,,"4400 Bowman Industrial Ct, Conley, GA 30288, USA",https://maps.google.com/?cid=6731058778462845574,(770) 389-7080
ChIJJyI9ue109YgRoff4qPee5c4,30328,grocery_or_supermarket,Super Global International Food Market,34.054059,-84.3287,http://www.publix.com/,"11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA",https://maps.google.com/?cid=14908496928008894369,(404) 299-0842
ChIJWWAOdUH-9IgRRr-1dEucGsk,30288,convenience_store,Parker's Grocery,33.640083,-84.330432,,"1787 Rock Cut Rd, Conley, GA 30288, USA",https://maps.google.com/?cid=14491066598912540486,(404) 361-6811
ChIJr0U0BUIG9YgRq4StqIACTu8,30329,grocery_or_supermarket,Whole Foods Market,33.8158203,-84.333212,http://www.dawnfoods.com/,"2111 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=17243722774857221291,(770) 455-0770
ChIJgYuQHbYG9YgRkCRneKN6ySs,30307,grocery_or_supermarket,The Mercantile,33.7625692,-84.3332728,,"1660 DeKalb Ave NE #150, Atlanta, GA 30307, USA",https://maps.google.com/?cid=3155187856468026512,(404) 294-0911
ChIJDc1o0FIP9YgR9qnUum3iL5Y,30319,grocery_or_supermarket,Nuts 'N Berries,33.8680218,-84.3357149,,"4274 Peachtree Rd, Atlanta, GA 30319, USA",https://maps.google.com/?cid=10822117390508403190,
