place_id,zipcode,place_type,place_name,latitude,longitude,website_url,property_address,map_url,phone,opening_hours
ChIJpRH8wD6_9YgRMaIu7_pan30,30043,health,New Hope Primary Care,33.9349079,-83.9564783,http://www.newhopeprimarycare.com/,"930 New Hope Rd #10, Lawrenceville, GA 30045, USA",https://maps.google.com/?cid=9052053809839120945,(770) 868-5160,
ChIJtX_PNNm-9YgRUtXmcUNo0fY,30097,doctor,Clearview Primary Care at Grayson,33.8945101,-83.9571664,http://www.clearviewprimarycare.com/,"2065 Grayson Hwy, Grayson, GA 30017, USA",https://maps.google.com/?cid=17785111042345850194,(678) 376-9309,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJhxd9Mdm-9YgRtbGueERGeUg,30017,doctor,Smart Primary Care,33.9334729,-83.9771749,http://thelawrencevilleprimarycare.com/,"696 Grayson Hwy, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=5222282502809235893,(770) 450-4945,"Monday: 8:00 AM  6:00 PM, Tuesday: 8:00 AM  6:00 PM, Wednesday: 8:00 AM  6:00 PM, Thursday: 8:00 AM  6:00 PM, Friday: 8:00 AM  6:00 PM, Saturday: 8:00 AM  4:00 PM, Sunday: Closed"
ChIJfQfnsBlL9IgRVSYyJo-K4rY,30013,school,Peachtree Academy Primary School,33.625787,-83.9782584,http://www.peachtreeacademy.com/,"1801 Ellington Rd SE, Conyers, GA 30013, USA",https://maps.google.com/?cid=13178247807065269845,(770) 860-8900,
ChIJDzrSXZO-9YgR_TipEpf_iZs,30043,health,Four Corners Primary Care Center,33.9435499,-83.9941477,,"175 Gwinnett Dr #213, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=11207770172006414589,(770) 299-1066,"Monday: 8:00 AM  6:00 PM, Tuesday: 8:00 AM  6:00 PM, Wednesday: 8:00 AM  6:00 PM, Thursday: 8:00 AM  6:00 PM, Friday: 8:00 AM  6:00 PM, Saturday: Closed, Sunday: Closed"
ChIJg6C8zJK09YgRJzoQupN-gNE,30012,doctor,Georgia Primary and Urgent Care,33.6824738,-83.9958052,http://www.conyersurgentcare.com/,"1301 Sigman Rd NE #230, Conyers, GA 30012, USA",https://maps.google.com/?cid=15096205123892820519,(678) 609-4912,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: 8:00 AM  12:00 PM, Sunday: Closed"
ChIJlTm7hWm-9YgRm25miR2pmK8,30043,doctor,"Dr. Riaz A. Syed, MD",33.9787534,-83.997655,http://www.pccofga.com/,"870 Collins Hill Rd, Lawrenceville, GA 30043, USA",https://maps.google.com/?cid=12653049097421745819,(678) 377-0900,
ChIJmza6IgeU9YgRZYzJpup240w,30004,doctor,Sills Primary Care,34.0959539,-83.9997896,http://sillsprimarycare.com/,"4295 Buford Dr NE, Buford, GA 30518, USA",https://maps.google.com/?cid=5540402716788493413,(770) 831-5659,
ChIJybYwevu-9YgRRtRnTBTNj7M,30043,doctor,"Georgia Clinic, PC",33.9193322,-84.0001012,http://www.gaclinicpc.com/,"845 Scenic Hwy N #100, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=12938785741523637318,(770) 962-6443,"Monday: 9:00 AM  5:00 PM, Tuesday: 9:00 AM  5:00 PM, Wednesday: 9:00 AM  5:00 PM, Thursday: 9:00 AM  5:00 PM, Friday: 9:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJv5bVGHy-9YgRL5xURlN6_rU,30043,pharmacy,Gwinnett Clinic,33.967461,-84.0111454,http://www.gwinnettclinic.com/our-locations/lawrenceville-main-clinic/,"475 Philip Blvd, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=13114053663030287407,(770) 995-3300,"Monday: 9:00 AM  6:00 PM, Tuesday: 9:00 AM  6:00 PM, Wednesday: 9:00 AM  6:00 PM, Thursday: 9:00 AM  6:00 PM, Friday: 9:00 AM  6:00 PM, Saturday: 10:00 AM  4:00 PM, Sunday: 10:00 AM  2:00 PM"
ChIJV2K3bX6-9YgRT6s1I5Ckiy4,30097,hospital,Adult Primary Care Associates of Greater Gwinnett,33.9649571,-84.0122447,http://www.apcagg.com/,"575 Professional Dr, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=3353955286480431951,(770) 670-4285,"Monday: 9:00 AM  4:00 PM, Tuesday: 9:00 AM  4:00 PM, Wednesday: 9:00 AM  4:00 PM, Thursday: 9:00 AM  4:00 PM, Friday: 9:00 AM  1:00 PM, Saturday: Closed, Sunday: Closed"
ChIJFzZaBlyz9YgRQCzX_eg1dCM,30013,physiotherapist,Concentra Urgent Care,33.6457217,-84.0123727,http://www.concentra.com/?utm_source=Yext&utm_medium=Listings&utm_campaign=Yext%20listing,"1680 Highway 138 SE, Suites E-F, Conyers, GA 30013, USA",https://maps.google.com/?cid=2554726163433335872,(770) 760-0066,"Monday: 7:30 AM  6:00 PM, Tuesday: 7:30 AM  6:00 PM, Wednesday: 7:30 AM  6:00 PM, Thursday: 7:30 AM  6:00 PM, Friday: 7:30 AM  6:00 PM, Saturday: 10:00 AM  3:00 PM, Sunday: Closed"
ChIJD_rlaoZL9IgRAKGiBOQ76bo,30094,doctor,Hoodbhoy Nadeem N MD,33.5974044,-84.0125219,http://rockdalefamilypractice.com/,"2020 Honey Creek Pkwy SE, Conyers, GA 30013, USA",https://maps.google.com/?cid=13468362011144528128,(770) 929-0813,
ChIJCcx7GH6-9YgRaoG_xHq4060,30043,doctor,Greater Atlanta Primary Care,33.96387,-84.012752,,"601 Professional Dr # 180, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=12525557826073887082,(770) 822-4120,
ChIJcfbCCIlL9IgRWGY3JPlFtgk,30385,doctor,"Dr. Stacy Olliff, MD",33.5924455,-84.013844,,"1101 NorTec Dr SE, Conyers, GA 30013, USA",https://maps.google.com/?cid=699823728459474520,(678) 374-7514,
ChIJQ1QXG4lL9IgRFkKQGvyk_iw,30013,doctor,Eagles Landing Family Practice: Conyers,33.592522,-84.013853,http://www.elfp.com/conyers-office/,"1101 Nor Tec Drive, Conyers, GA 30013, USA",https://maps.google.com/?cid=3242210184437711382,(678) 374-7514,"Monday: 8:00 AM  7:00 PM, Tuesday: 8:00 AM  7:00 PM, Wednesday: 8:00 AM  7:00 PM, Thursday: 8:00 AM  7:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: 10:00 AM  2:00 PM, Sunday: 12:00  4:00 PM"
ChIJXamsBCq89YgRXbQ_rdfTunQ,30043,doctor,Priority Primary Care,33.958359,-84.0174019,,"771 Old Norcross Rd # 110, Lawrenceville, GA 30046, USA",https://maps.google.com/?cid=8411268177345885277,(770) 963-5775,
ChIJgzKJ7VOR9YgRKicg4BS7u5M,31150,doctor,North Atlanta Primary Care,34.1014083,-84.0226977,http://www.napc.md/,"4700 Nelson Brogdon Blvd NE, Buford, GA 30518, USA",https://maps.google.com/?cid=10645307842554242858,(770) 442-1911,"Monday: 7:30 AM  5:00 PM, Tuesday: 7:30 AM  5:00 PM, Wednesday: 7:30 AM  5:00 PM, Thursday: 7:30 AM  5:00 PM, Friday: 7:30 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJjfyqPMm99YgR_L0MtJbo7go,30043,doctor,Hillandale Primary Care & Laser Center,33.9719356,-84.0334991,http://hillandaleprimarycare.com/,"1950 Riverside Pkwy #100, Lawrenceville, GA 30043, USA",https://maps.google.com/?cid=787822718799887868,(770) 322-9660,"Monday: 5:00  8:00 PM, Tuesday: 5:00  8:00 PM, Wednesday: 7:30 AM  4:00 PM, Thursday: 4:00  8:00 PM, Friday: 7:30 AM  4:00 PM, Saturday: 8:30 AM  1:00 PM, Sunday: Closed"
ChIJYRdb0vK99YgR3PGkFjpbW_U,30005,doctor,Northside Primary Care Inc,34.000047,-84.037689,http://northsideprimarycare.com/,"2013 Lawrenceville-Suwanee Rd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=17679825067219153372,(678) 377-5300,"Monday: 8:30 AM  4:00 PM, Tuesday: Closed, Wednesday: 8:30 AM  4:00 PM, Thursday: Closed, Friday: 8:30 AM  1:00 PM, Saturday: Closed, Sunday: Closed"
ChIJVYOaXzuW9YgRqj9bEi6cvVQ,30024,hospital,Premier Immediate Care,34.021514,-84.0431797,http://www.pic.md/,"2696 Lawrenceville-Suwanee Rd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=6106208391474659242,(678) 376-1300,
ChIJfxoKO-mw9YgRLRREiddKdjY,30013,doctor,Centerville Primary Care: DeKalb Medical Physicians Group,33.802201,-84.044047,http://www.centervilleprimarycare.com/,"3555 Centerville Hwy Suite 100, Snellville, GA 30039, USA",https://maps.google.com/?cid=3924406414881330221,(770) 985-9957,"Monday: 8:30 AM  4:30 PM, Tuesday: 8:30 AM  5:30 PM, Wednesday: 8:30 AM  4:30 PM, Thursday: 8:30 AM  5:30 PM, Friday: 8:30 AM  12:00 PM, Saturday: Closed, Sunday: Closed"
ChIJoxCcwFC89YgRu04upmmjrNk,30043,doctor,Sugarloaf Urgent Care & Primary Care,33.955478,-84.0525508,http://www.sugarloafurgentcare.com/,"4835 Sugarloaf Pkwy, Lawrenceville, GA 30045, USA",https://maps.google.com/?cid=15685091276379541179,(470) 206-0887,"Monday: 9:00 AM  7:00 PM, Tuesday: 9:00 AM  7:00 PM, Wednesday: 9:00 AM  7:00 PM, Thursday: 9:00 AM  7:00 PM, Friday: 9:00 AM  7:00 PM, Saturday: 9:00 AM  4:00 PM, Sunday: Closed"
ChIJfyviuAW99YgRBbk01iUxbj0,30385,doctor,Perisseia Primary Care,33.9753591,-84.0653929,http://www.perisseiaprimarycare.com/,"1655 Lebanon Rd NW, Lawrenceville, GA 30043, USA",https://maps.google.com/?cid=4426529522329106693,(770) 682-2024,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJ_e5RVoSX9YgRZ-lSZV3YXV8,30024,hospital,Emory At Suwanee,34.065522,-84.073294,http://www.emoryhealthcare.org/emory-specialty-associates/emory-gwinnett-family-physicians.html,"345 Peachtree Industrial Blvd #1101, Suwanee, GA 30024, USA",https://maps.google.com/?cid=6871886502080735591,(770) 932-0547,"Monday: 7:30 AM  5:00 PM, Tuesday: 7:30 AM  5:00 PM, Wednesday: 7:30 AM  5:00 PM, Thursday: 7:30 AM  5:00 PM, Friday: 7:30 AM  12:00 PM, Saturday: Closed, Sunday: Closed"
ChIJf4drg1dL9IgRitB1lbz-2AU,30094,hospital,The Walk In Clinic,33.617234,-84.081391,http://www.thewalkinclinicga.com/,"2890 GA-212, Conyers, GA 30094, USA",https://maps.google.com/?cid=421366651073974410,(770) 929-9150,"Monday: 8:30 AM  5:30 PM, Tuesday: 8:30 AM  5:30 PM, Wednesday: 8:30 AM  5:30 PM, Thursday: 8:30 AM  5:30 PM, Friday: 8:30 AM  2:00 PM, Saturday: 8:00 AM  12:00 PM, Sunday: Closed"
ChIJ-6SHs52X9YgR6l6WX0BuDig,30024,doctor,Suwanee Family Physicians,34.053088,-84.086382,http://www.suwaneedoctor.com/,"960 Peachtree Industrial Blvd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=2886365633951719146,(770) 831-8191,"Monday: 8:00 AM  6:00 PM, Tuesday: 8:00 AM  6:00 PM, Wednesday: 8:00 AM  6:00 PM, Thursday: 8:00 AM  6:00 PM, Friday: 8:00 AM  6:00 PM, Saturday: 8:00 AM  1:00 PM, Sunday: Closed"
ChIJGfLgQo6y9YgRkR_dWskIu2Q,30013,doctor,Stonecrest Primary Care,33.690775,-84.086834,http://www.stonecrestprimarycare.com/,"8225 Mall Pkwy #100, Lithonia, GA 30038, USA",https://maps.google.com/?cid=7258404885343575953,(770) 981-2100,"Monday: 7:30 AM  6:00 PM, Tuesday: 7:30 AM  6:00 PM, Wednesday: 7:30 AM  6:00 PM, Thursday: 7:30 AM  6:00 PM, Friday: 7:30 AM  5:00 PM, Saturday: 8:00 AM  2:00 PM, Sunday: Closed"
ChIJo_98JM669YgRkShA-KJtjdk,30038,doctor,Killian Hill Primary Care: DeKalb Medical Physicians Group,33.866705,-84.094317,http://www.killianhillprimarycare.com/,"4120 Five Forks Trickum Rd SW #104, Lilburn, GA 30047, USA",https://maps.google.com/?cid=15676306424663648401,(770) 935-9546,"Monday: 8:30 AM  4:30 PM, Tuesday: 8:30 AM  4:30 PM, Wednesday: 8:30 AM  4:30 PM, Thursday: 8:30 AM  4:30 PM, Friday: 8:30 AM  4:30 PM, Saturday: Closed, Sunday: Closed"
ChIJI792DomX9YgR4-d8nS8Qyw4,30024,pharmacy,Gwinnett Urgent Care,34.041596,-84.095818,http://www.gwinnetturgentcare.com/,"1300 Peachtree Industrial Blvd #4101, Suwanee, GA 30024, USA",https://maps.google.com/?cid=1065963533494970339,(770) 831-5525,"Monday: 8:00 AM  8:00 PM, Tuesday: 8:00 AM  8:00 PM, Wednesday: 8:00 AM  8:00 PM, Thursday: 8:00 AM  8:00 PM, Friday: 8:00 AM  8:00 PM, Saturday: 10:00 AM  6:00 PM, Sunday: 10:00 AM  6:00 PM"
ChIJI792DomX9YgRORU4cLEDmuI,30023,hospital,Sugarloaf Medical P.C. Internal Medicine & Primary Care,34.0418621,-84.0960644,http://www.sugarloafmedical.com/,"1300 Peachtree Industrial Blvd #4203, Suwanee, GA 30024, USA",https://maps.google.com/?cid=16328367459611972921,(770) 831-3018,"Monday: 8:00 AM  6:30 PM, Tuesday: 8:00 AM  6:30 PM, Wednesday: 8:00 AM  6:30 PM, Thursday: 8:00 AM  6:30 PM, Friday: 8:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
ChIJI792DomX9YgRyw11BCM53uk,30024,doctor,"Doctor Shukri George Makhlouf, MD",34.0413708,-84.0980936,http://sugarloafmedical.com/,"1300 Peachtree Industrial Blvd, Suwanee, GA 30024, USA",https://maps.google.com/?cid=16851969678228393419,(770) 831-3018,"Monday: 8:00 AM  6:30 PM, Tuesday: 8:00 AM  6:30 PM, Wednesday: 8:00 AM  6:30 PM, Thursday: 8:00 AM  6:30 PM, Friday: 8:00 AM  6:30 PM, Saturday: Closed, Sunday: Closed"
ChIJ27lT_rik9YgRVmgaVy_1q1E,30097,doctor,Lifeline Primary Care - Dr. Aziz Pirani,33.9044172,-84.1142823,,"4025 Lawrenceville Hwy, Lilburn, GA 30047, USA",https://maps.google.com/?cid=5885066921763301462,(770) 559-3501,"Monday: 8:30 AM  5:30 PM, Tuesday: 8:30 AM  5:30 PM, Wednesday: 8:30 AM  5:30 PM, Thursday: 8:30 AM  5:30 PM, Friday: 9:00 AM  1:00 PM, Saturday: 9:00 AM  1:00 PM, Sunday: Closed"
ChIJtYmdSvKv9YgREiIWAPJE0II,30013,doctor,Mountain Park Primary Care Center,33.826535,-84.118445,,"1755 E Park Pl Blvd, Stone Mountain, GA 30087, USA",https://maps.google.com/?cid=9426109826260673042,(770) 469-6892,
ChIJ2cp73ZOk9YgRRWqQAixy4gE,30047,doctor,"Craig G. Heigerick, D.O.: Beaver Ruin Primary Care",33.907368,-84.128996,http://www.beaverruinprimarycare.com/,"615 Beaver Ruin Rd Suite B, Lilburn, GA 30047, USA",https://maps.google.com/?cid=135796472121682501,(770) 935-8616,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  12:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJ1QKy1FWs9YgREhMPzK5_Tf4,30320,doctor,Hillandale Primary Care,33.705581,-84.148504,http://hillandaleprimarycare.com/,"5900 Hillandale Dr #215, Lithonia, GA 30058, USA",https://maps.google.com/?cid=18324442847564993298,(770) 322-9660,"Monday: 7:30 AM  4:00 PM, Tuesday: 7:30 AM  4:00 PM, Wednesday: 7:30 AM  7:00 PM, Thursday: 7:30 AM  7:00 PM, Friday: 7:30 AM  5:00 PM, Saturday: 8:30 AM  1:00 PM, Sunday: Closed"
ChIJHe4hAVSs9YgRkNKO8JJORXc,30320,doctor,Miller Grove Primary Care: DeKalb Medical Physicians Group,33.708196,-84.148539,http://www.millergroveprimarycare.com/,"2745 Dekalb Medical Pkwy #110, Lithonia, GA 30058, USA",https://maps.google.com/?cid=8594361856914543248,(770) 593-2382,"Monday: 9:00 AM  5:00 PM, Tuesday: 9:00 AM  5:00 PM, Wednesday: 9:00 AM  5:00 PM, Thursday: 9:00 AM  5:00 PM, Friday: 9:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJs09JW2yZ9YgRdpoJM06mgKI,30023,doctor,"Traxler Primary Care, LLC",34.084912,-84.157564,http://www.traxlerprimarycare.com/,"5400 Laurel Springs Pkwy #1402, Suwanee, GA 30024, USA",https://maps.google.com/?cid=11709541885957216886,(678) 965-0586,"Monday: 8:30 AM  5:00 PM, Tuesday: 8:30 AM  5:00 PM, Wednesday: 8:30 AM  5:00 PM, Thursday: 8:30 AM  5:00 PM, Friday: 8:30 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJfceimUGi9YgR00MagGxNcng,30097,doctor,Gwinnett Clinic,33.9901893,-84.160359,http://www.gwinnettclinic.com/our-locations/duluth/pleasant-hill-clinic/,"3490 Pleasant Hill Rd, Duluth, GA 30096, USA",https://maps.google.com/?cid=8679084560297378771,(770) 814-2870,"Monday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Tuesday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Wednesday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Thursday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Friday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Saturday: 10:00 AM  1:00 PM, 1:00  4:00 PM, Sunday: 10:00 AM  12:00 PM, 12:00  2:00 PM"
ChIJa17jnm2i9YgRQUGy-pn9Q-8,30004,doctor,Mason Primary Care,34.0026038,-84.1615818,http://www.masonprimarycare.com/,"3500 McClure Bridge Rd, Duluth, GA 30096, USA",https://maps.google.com/?cid=17240902636282200385,(770) 476-3636,
ChIJk-FuBmeZ9YgRQF-JSQ_TO8Y,30004,hospital,Georgia Clinic Primary Care - Mathis Airport Pkwy,34.0956955,-84.1625252,http://medicalfacilitysuwanee.com/,"3135 Mathis Airport Pkwy Suite 200, Suwanee, GA 30024, USA",https://maps.google.com/?cid=14284242705747369792,(470) 253-1188,"Monday: 9:00 AM  6:00 PM, Tuesday: 9:00 AM  5:00 PM, Wednesday: 9:00 AM  5:00 PM, Thursday: 9:00 AM  6:00 PM, Friday: 9:00 AM  5:00 PM, Saturday: 9:00 AM  1:00 PM, Sunday: Closed"
ChIJjdj7HyWZ9YgRyCjMXIVIz7I,30005,doctor,"Dr. Tanya O. Pandya, DO",34.0689903,-84.1632342,http://drtanyapandya.com/,"3925 Johns Creek Ct, Suwanee, GA 30024, USA",https://maps.google.com/?cid=12884596796555012296,(770) 709-6922,
ChIJIQwTqQyk9YgRsOB8L1layc8,30340,hospital,Four Corners Primary Care Centr,33.920383,-84.165037,,"5300 Oakbrook Pkwy #130, Norcross, GA 30093, USA",https://maps.google.com/?cid=14972597775265226928,(770) 806-2928,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJRYnQXAqi9YgR_6tNHBOI530,30004,health,Lifeline Primary Care,34.0135947,-84.1678753,http://www.lifelineprimarycare.com/,"4855 River Green Pkwy #700, Duluth, GA 30096, USA",https://maps.google.com/?cid=9072369590021762047,(770) 545-8332,"Monday: 8:30 AM  5:30 PM, Tuesday: 8:30 AM  5:30 PM, Wednesday: 8:30 AM  5:30 PM, Thursday: 8:30 AM  5:30 PM, Friday: 9:00 AM  1:00 PM, Saturday: 9:00 AM  1:00 PM, Sunday: Closed"
ChIJG_dXgzyZ9YgRsf-EdNk9kaE,30004,doctor,North Atlanta Primary Care,34.073079,-84.169548,http://www.napc.md/,"4235 Johns Creek Pkwy, Suwanee, GA 30024, USA",https://maps.google.com/?cid=11642154515901513649,(770) 442-1911,"Monday: 7:30 AM  5:00 PM, Tuesday: 7:30 AM  5:00 PM, Wednesday: 7:30 AM  5:00 PM, Thursday: 7:30 AM  5:00 PM, Friday: 7:30 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJ73FLV2Ks9YgRLEIdFztaT2A,30035,health,Primary Medical Care Group,33.706094,-84.1722061,http://www.dekalbmedical.org/find-doctor/i/ibraheem-musibau-abiodun,"5322 Snapfinger Park Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=6939864760638587436,(404) 289-9784,
ChIJy20LKiWZ9YgR-UXLiYA-ApA,30004,hospital,Johns Creek Primary Care Physicians,34.0714064,-84.1736231,http://www.johnscreekprimarycare.com/,"4365 Johns Creek Pkwy, Suwanee, GA 30024, USA",https://maps.google.com/?cid=10376925213203580409,(678) 957-1910,"Monday: 7:00 AM  12:00 PM, 2:00  4:00 PM, Tuesday: 7:00 AM  12:00 PM, 2:00  4:00 PM, Wednesday: 7:00 AM  12:00 PM, 2:00  4:00 PM, Thursday: 7:00 AM  12:00 PM, 2:00  4:00 PM, Friday: 7:00 AM  12:00 PM, 2:00  4:00 PM, Saturday: Closed, Sunday: Closed"
ChIJK8vu0HOm9YgRol_uIzWsI3Y,30340,doctor,Gwinnett Clinic,33.8670129,-84.1924289,http://www.gwinnettclinic.com/our-locations/tucker-clinic/,"4870 Lawrenceville Hwy, Tucker, GA 30084, USA",https://maps.google.com/?cid=8512837064896438178,(770) 496-1429,"Monday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Tuesday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Wednesday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Thursday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Friday: 9:00 AM  1:00 PM, 2:00  6:00 PM, Saturday: Closed, Sunday: Closed"
ChIJ4UNxgN2e9YgRXaU25B1rLvE,30004,hospital,Georgia Clinic Primary Care - Jones Bridge,34.0696448,-84.2067745,http://alpharettamedicalcenter.com/,"11912 Jones Bridge Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=17378945788196332893,(678) 212-1167,"Monday: 9:00 AM  7:00 PM, Tuesday: 9:00 AM  7:00 PM, Wednesday: 9:00 AM  7:00 PM, Thursday: 9:00 AM  7:00 PM, Friday: 9:00 AM  7:00 PM, Saturday: 9:00 AM  1:00 PM, Sunday: Closed"
ChIJT2gfgIWm9YgRI0KiIaFCyZU,30340,doctor,Wellness Primary Care,33.9076943,-84.2069031,,"5456 Jimmy Carter Blvd # 240, Norcross, GA 30093, USA",https://maps.google.com/?cid=10793231241791554083,(678) 380-9889,
ChIJEcBnfeSo9YgRRqT5NqDax0E,30309,doctor,Stone Mountain Primary Care,33.8011126,-84.2145374,http://www.stonemountainprimarycare.com/,"5462 Memorial Dr #202, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=4739997514482689094,(404) 292-5676,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 8:00 AM  5:00 PM, Friday: 8:00 AM  5:00 PM, Saturday: Closed, Sunday: Closed"
ChIJn2pvTXSm9YgRLN0ib6dsjqA,30358,doctor,North Tucker Primary Care: DeKalb Medical Physicians Group,33.8550543,-84.2157113,http://www.northtuckerprimarycare.com/,"5019 Lavista Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=11569303959141276972,(678) 534-0452,"Monday: 8:00 AM  5:00 PM, Tuesday: 8:00 AM  5:00 PM, Wednesday: 8:00 AM  5:00 PM, Thursday: 11:30 AM  8:00 PM, Friday: 8:00 AM  12:00 PM, Saturday: Closed, Sunday: Closed"
ChIJ8z6yUa6r9YgRHGJQPuDW0Ec,30032,doctor,Primary Medical Care Group,33.715128,-84.220453,http://www.dekalbmedical.org/find-doctor/i/ibraheem-musibau-abiodun,"4150 Snapfinger Woods Dr #230, Decatur, GA 30035, USA",https://maps.google.com/?cid=5174872230455173660,(404) 289-9784,
ChIJJ1hDejGm9YgRUV6ZZVcFClI,30358,doctor,Lavista Primary Care,33.854271,-84.222054,,"4865 Lavista Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=5911543333802040913,(770) 270-0290,
ChIJxyMPQSmh9YgRRrRNC99uJKE,30023,doctor,Buford-Norcross Primary Care,33.9357011,-84.2235755,http://www.dekalbmedical.org/find-doctor/b/bao-christine-l,"777 W Peachtree St, Norcross, GA 30071, USA",https://maps.google.com/?cid=11611527643514385478,(770) 246-6100,
ChIJMbAK4auf9YgRBD5IumAhi1k,30005,doctor,Georgia Clinic PC,34.0573011,-84.2316082,http://www.gaclinicpc.com/,"11378 State Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=6452287590464241156,(770) 772-4020,
