origin_place_id,destination_place_id,duration_text,duration_value,distance_text,distance_value
ChIJ2VoUGPGs9YgRLfmx5k-i_8I,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 3 mins,7404,18.4 mi,29652
ChIJ33i_PPas9YgR0bD8zLjRmuU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6301,18.7 mi,30023
ChIJ38NHq1es9YgR5haGeEbD9kU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 51 mins,6665,20.1 mi,32372
ChIJ4Wdo3oKt9YgRWP15w0mHl6c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6564,23.3 mi,37429
ChIJ8XPA3pGt9YgR9Y9VqDal6N4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5703,19.3 mi,31113
ChIJ9w7_U6ut9YgRBxfkyYnhPgI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 55 mins,6882,21.8 mi,35154
ChIJfaPqbf6s9YgRTOTOHwMXArg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6364,19.7 mi,31771
ChIJiVocNfSs9YgRukeg2tVdFXw,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 2 mins,7300,18.1 mi,29172
ChIJJWhZhY-y9YgRnIdLcvwVpO0,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 7 mins,7633,23.2 mi,37415
ChIJJWhZhY-y9YgRr3edyRXAYOY,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 13 mins,7983,21.2 mi,34163
ChIJs3qhxa6t9YgRPivmGWr_brE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6448,20.4 mi,32865
ChIJs9jCe6yt9YgRJatJdMYPUj4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6350,20.1 mi,32412
ChIJu8Q6nZ6t9YgR2nJTQ57Mopg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 52 mins,6747,23.4 mi,37631
ChIJv_KQNPSs9YgR5u6cToogCFE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 2 mins,7296,18.1 mi,29167
ChIJW4RVHamt9YgRq1BuNrvve74,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6182,20.2 mi,32501
ChIJW7P-eo-s9YgRWAgS3L0rDm4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5901,17.4 mi,27933
ChIJY1VVVSWt9YgRe1AFJFy4i4E,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 18 mins,8280,21.7 mi,34982
ChIJFfZShIG69YgR6yUwlemCfIQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJt8csqHiw9YgRRd01X_uqHDs,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJzdZ92oK69YgROVYNvAZb68w,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ4UGCXUus9YgRyK9cTdilmqw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6310,21.5 mi,34655
ChIJExuMM5ut9YgR5SxO7GwF0_U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5644,19.7 mi,31646
ChIJKWiXpbGt9YgRgUUIEKTxvR4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 50 mins,6586,22.1 mi,35545
ChIJkwPPVoWt9YgRM239E0g67aU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5614,19.5 mi,31384
ChIJs8JQ0Vis9YgRPq6_ryxqBNk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5800,17.1 mi,27588
ChIJu2ULG6yt9YgREMZml7a4IFo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6363,20.1 mi,32420
ChIJWwajkr-x9YgRqaaIZraLxgg,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ2RkUA9yo9YgR3lcIIswDQdo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3611,8.6 mi,13800
ChIJ9-FEZcmo9YgRKwFCJmR08YQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3751,9.6 mi,15486
ChIJc9SPW-Oo9YgRIsKegGkqTnc,ChIJyRb7_u-n9YgRaFRK94xpvAo,52 mins,3148,7.4 mi,11985
ChIJI925Ks6o9YgRHjgqew8TF1E,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3708,9.2 mi,14767
ChIJicQCx8Wo9YgRwjdqkFQosow,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3936,9.6 mi,15475
ChIJizRW_Bup9YgRqmS14_41IPo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3802,7.4 mi,11968
ChIJj_cJPR6p9YgRf1qtWA1XjPM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4029,8.7 mi,13985
ChIJj7hafc6o9YgR-WSfSXI8eiE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3658,9.3 mi,14906
ChIJjzzCp5ud4RQRMN0cUuetsoc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3746,9.5 mi,15309
ChIJKdd7SAep9YgReOQ7VB9rh8Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,45 mins,2726,6.4 mi,10223
ChIJuZ36ADOv9YgRAJByr7UW4i0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4657,13.4 mi,21532
ChIJVXC_g8yo9YgR8faBDJrrxxQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 9 mins,4124,9.9 mi,15938
ChIJVy-A0TGv9YgRSVegy2PEmPE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4539,13.0 mi,20931
ChIJW3Fcm7eo9YgRs_QfKJGRAog,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3969,10.1 mi,16247
ChIJwVNlVTOv9YgRbHJZQ4NqLTg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4329,10.1 mi,16243
ChIJX2rmhjGv9YgRD3yNc1K-POk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4694,13.2 mi,21294
ChIJ-xu8ttOo9YgR4yQMcSkkZrE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3908,9.2 mi,14873
ChIJYWCz8x2p9YgRDZ7VcYynh8o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3805,8.2 mi,13253
ChIJ2XRCOOau9YgRpLODA4M4cgM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4367,10.6 mi,17004
ChIJ6Z3XZ1ep9YgRMz_usPUuEeI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5455,14.2 mi,22832
ChIJRz9rPOCm9YgRVFgCerOzcp0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6484,11.2 mi,18008
ChIJ3X8oKt4M9YgRzfaNbY3-13E,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ54iJSTEL9YgRo8fp0GsuP-E,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 20 mins,8419,26.4 mi,42463
ChIJdWevqK909YgRnaVRmiOJrcI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7151,33.8 mi,54354
ChIJfcdwaZVy9YgRDDI4N0R9oHE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 4 mins,7421,34.7 mi,55858
ChIJiQmHqst09YgR-VdwVTUb7ew,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 6 mins,7563,26.1 mi,42019
ChIJiTrSJLx09YgRmfiUkoHazmU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 53 mins,6783,32.8 mi,52826
ChIJj-azJV8L9YgRjrzCkvaMzC8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6092,24.4 mi,39348
ChIJL4EDiSYL9YgRUsKa7xxGRMc,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 49 mins,10112,27.3 mi,43957
ChIJMRY7fSYL9YgR3yvAv4juzrg,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJd5fifMUK9YgR8PwRm-XEPkc,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJi3k72MIK9YgRPIdUfaRNrhk,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJJZnll-109YgRIGs-rX3SMsE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 9 mins,7768,28.5 mi,45794
ChIJKxNeV9AK9YgRzuMwEKxagYk,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 49 mins,10140,27.3 mi,43966
ChIJKQPb1EO79YgR3KWXJGlwL7U,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJJ4UtzMep9YgRoItMJ9cgyuA,ChIJyRb7_u-n9YgRaFRK94xpvAo,46 mins,2749,7.4 mi,11904
ChIJv4BIcLqp9YgRbYx2aNN-UmM,ChIJyRb7_u-n9YgRaFRK94xpvAo,30 mins,1776,6.4 mi,10316
ChIJVzLUERYH9YgR6eoHMurzORM,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2855,7.5 mi,12075
ChIJxcOEhUqo9YgR0iBy0NN8hmA,ChIJyRb7_u-n9YgRaFRK94xpvAo,37 mins,2221,5.2 mi,8371
ChIJxRnTzFKo9YgRkBdT0bSPB7c,ChIJyRb7_u-n9YgRaFRK94xpvAo,25 mins,1507,5.3 mi,8473
ChIJbc35pbao9YgRiDVnbsu1ncc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4018,10.3 mi,16621
ChIJg_gJL7eo9YgRkVN-1NhsIeY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3818,10.1 mi,16325
ChIJI4NRqJao9YgRh-LcqMj9mOw,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3561,7.0 mi,11228
ChIJSZ98SU-p9YgRuXrhzTZt1Mk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4371,13.6 mi,21840
ChIJVQdUTEmv9YgR3itAH0sKqDI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4792,12.2 mi,19594
ChIJX69bXeCo9YgRtHzm3jkVkjI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3844,8.6 mi,13801
ChIJ_yi9MNml9YgRN_U3_TStTUs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4618,8.1 mi,12974
ChIJ9_KrMBam9YgR3iUDLJi58_E,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3217,6.2 mi,10052
ChIJhTNlDvGm9YgRMSdV4o3dEKM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5796,8.7 mi,13964
ChIJISDZUt-l9YgR2yJuzCBP2uM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4405,7.9 mi,12713
ChIJj54oqdWn9YgRqCT39SEcC60,ChIJyRb7_u-n9YgRaFRK94xpvAo,36 mins,2177,4.3 mi,6841
ChIJjVWL-p6o9YgRQ7IoDu53-wc,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3536,6.2 mi,10027
ChIJk24nLnao9YgRgIeRev9qcIc,ChIJyRb7_u-n9YgRaFRK94xpvAo,21 mins,1287,1.6 mi,2643
ChIJp0eQUyGm9YgRMn0Hw9tJqC8,ChIJyRb7_u-n9YgRaFRK94xpvAo,47 mins,2802,5.9 mi,9503
ChIJPY1WY3mm9YgR-Ybhnho05lQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4854,8.2 mi,13274
ChIJse0fEPOm9YgRpCeXtSplTzY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5482,8.9 mi,14340
ChIJua_U43um9YgRvK2p8Wwm6qg,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJuVsxfOCn9YgR9Siaz2yd2u8,ChIJyRb7_u-n9YgRaFRK94xpvAo,10 mins,628,1.1 mi,1822
ChIJV3DdLI2m9YgRjqoRIdP27qg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 28 mins,5291,15.1 mi,24359
ChIJX9l11fOm9YgRgnCHwExBUhc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5518,8.9 mi,14388
ChIJz5zlAPKm9YgRyoRlRuQC7uY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5788,9.2 mi,14753
ChIJi346AMuo9YgRKGUBSn5NxYU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4009,9.8 mi,15763
ChIJsYGGNEqv9YgR4Z72Xb7VacQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4556,12.0 mi,19252
ChIJ2zMTQXem9YgRYN6u974CXEY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4576,8.0 mi,12898
ChIJid5dRvev9YgRyXOLoiyTIaM,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 12 mins,7900,47.4 mi,76334
ChIJA7hb81Cp9YgRfh0m6RAeDrI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4607,13.4 mi,21519
ChIJEyfWgeCo9YgRjEmEQtkAo3Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3750,8.5 mi,13663
ChIJnWb9EfWr9YgR5r5lScVB5sQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5341,15.7 mi,25244
ChIJp36R_e-r9YgRTTNgv4Knrgs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5165,14.9 mi,24018
ChIJuVTPLC8B9YgR_1NXGEbmRZw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5119,13.0 mi,20925
ChIJ0XsHMD6i9YgRQRFm2-rhJwQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ78yCXc2Y9YgRkAF-bLHqfX8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 3 mins,7402,22.3 mi,35906
ChIJ979itgii9YgRnqKd5cMuOsE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 26 mins,8782,21.1 mi,33975
ChIJ9W0_BaqY9YgRJCUtWOjMR5Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 13 mins,7975,20.4 mi,32860
ChIJB95hnRai9YgRvymPeZ76LQk,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJB95hnRai9YgRZOH9V7xMwNs,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJDavHE9mY9YgRrMF2b6D_XP0,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 13 mins,7991,23.5 mi,37877
ChIJ-fbmtGKi9YgRClozoPnJU8s,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 11 mins,7837,22.7 mi,36523
ChIJjbdnRzyi9YgROyn0G5m3YBA,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJJYZy10Gi9YgR7HtHjFCgTfM,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJJZvrRj-i9YgRHFWcvebbVlY,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJKQmWgdCY9YgRs4sld9Wk31A,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 5 mins,7486,22.4 mi,36034
ChIJNc2O-hSi9YgRAh9-RHxrSPM,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJT1FHqAWi9YgRM8j_0v4Y09o,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 21 mins,8484,20.8 mi,33543
ChIJTaf56gOi9YgRqMARxCz9YvY,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 12 mins,7910,20.4 mi,32782
ChIJTdKMqjGi9YgReClBNCJaLI0,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJVfQUgmKi9YgRczn3rVucVxo,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJYYtQyhOi9YgR6cjhCG3k-6k,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ9QWjoRcB9YgRoZXI2mxRIN4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5582,24.3 mi,39048
ChIJAaM1oykC9YgR0OZsadJxR-4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5677,21.4 mi,34516
ChIJCXRRxsoB9YgRvQuU5LlolH0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 57 mins,7043,28.0 mi,45014
ChIJD3cY_tT99IgRqFcTSMKa0yc,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 6 mins,7544,33.4 mi,53790
ChIJG0bc7cH-9IgR34gQ_bJ_e0U,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 17 mins,8226,31.4 mi,50584
ChIJp1HBbjP89IgRHjLB_APV-RM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 52 mins,6735,32.1 mi,51709
ChIJq8ULXgD_9IgRwQOwDGYcBuY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 56 mins,6951,37.3 mi,60009
ChIJQWHACYsB9YgROvCne0PgRJg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5760,18.6 mi,29966
ChIJS0QemG_-9IgREr4W7kPOk3g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 57 mins,7038,34.2 mi,55047
ChIJty_jTNT99IgR1HBhyu6gtKY,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 1 min,7246,33.7 mi,54229
ChIJwf0N1in89IgR-wz_yV6SCgg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 58 mins,7073,33.2 mi,53447
ChIJX92abQoB9YgRe-5CpCPwuzU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 50 mins,6582,25.6 mi,41131
ChIJB070Rhrk9IgRud92FzIcH9I,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 26 mins,8752,35.2 mi,56719
ChIJCxwWUxnk9IgROOnstCphrzk,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 21 mins,8475,35.4 mi,56968
ChIJeTHmZK3m9IgRt2qQ-NPxQmA,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 23 mins,8557,31.7 mi,50952
ChIJgfFV4rHm9IgR6nbE7QDvNuE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 33 mins,9158,34.7 mi,55866
ChIJHb3YVFPh9IgRFWdJbVed_yc,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 15 mins,8122,31.2 mi,50289
ChIJHxRVhDHh9IgRWTtacs-Omzk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 51 mins,6647,36.9 mi,59458
ChIJL3gSMk3h9IgRI_uD_siXGGE,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 22 mins,8503,34.5 mi,55449
ChIJLxvFZazm9IgRr1bKErhfsdk,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 15 mins,8122,31.2 mi,50289
ChIJO-h7FK3m9IgROxi7nFfyKzM,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 23 mins,8572,31.7 mi,50974
ChIJrbRZvR_k9IgRvnVGpLYFB3E,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7144,39.1 mi,62873
ChIJ27wrj4kD9YgRhOeEudS5Q6I,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4373,19.1 mi,30674
ChIJA4eHtHsD9YgRgpbuFol2N_c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4640,20.6 mi,33161
ChIJc9HQ6owD9YgRrrgQjXHWRAI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4366,16.4 mi,26436
ChIJdeOFBnbC9YgRmHsldVDY4EU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4456,16.5 mi,26566
ChIJF9DnQ5AD9YgRiugit9xuFFA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4699,19.8 mi,31830
ChIJGysJ5IYD9YgRVq8BBT0FeIM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4557,17.4 mi,28040
ChIJh2xtLYYD9YgR6dYotPlD8fc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4380,19.1 mi,30687
ChIJH8AvfnAD9YgR9DAg0gVS5P8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4514,20.1 mi,32369
ChIJjaxHa4MD9YgRiFw9e1lKeiY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4826,17.3 mi,27805
ChIJmy2YWWkV9YgRFwKjnBFq8qQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3784,18.6 mi,29968
ChIJP5bF3m8D9YgRRpysdkBL_8M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4586,20.4 mi,32758
ChIJR84HyIYD9YgRFHFKxN5h-Ro,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4513,17.4 mi,28010
ChIJrdTNI4gD9YgRXAwqUbdnj54,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3954,18.7 mi,30164
ChIJwwpL5nwD9YgR8WsfMVA2wP0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4507,18.1 mi,29135
ChIJ-zMeyX4E9YgRvHDw0bxqSR4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4187,18.4 mi,29666
ChIJ0-xRPGIP9YgRARxpw_11jBw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4818,16.7 mi,26918
ChIJC2JseKMF9YgRevzWQcAqAeE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4901,19.0 mi,30641
ChIJC2JseKMF9YgRkR9mb7ubpxw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4901,19.0 mi,30641
ChIJd7NksmMP9YgROcu29A9Fsss,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4632,16.6 mi,26661
ChIJHaQ8No0F9YgRQugqRNN6p1o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4373,15.3 mi,24624
ChIJk0R0p7gF9YgRKLhdcr1ADqw,ChIJyRb7_u-n9YgRaFRK94xpvAo,55 mins,3298,9.4 mi,15090
ChIJL4mNlpoF9YgRaUjlUSU8gbY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4759,14.5 mi,23367
ChIJn7Lt_WMP9YgRtajQLUxJLDg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4325,16.3 mi,26283
ChIJpz3nq6MF9YgRhFUzKH0GZJw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4799,15.4 mi,24783
ChIJUd1GiGMP9YgRtYPs_hqO9oM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4314,16.3 mi,26284
ChIJ4WU3wxkE9YgRzO4rBan-OrY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4361,10.6 mi,17129
ChIJ90CrEAsE9YgRIdPvubM5-S4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4865,18.9 mi,30489
ChIJ9U9etAQE9YgRcSR8JAXDEOQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,3998,11.3 mi,18255
ChIJdSmeyqYG9YgRTRFloPvX6gY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3704,10.2 mi,16410
ChIJla9vKxwE9YgRen6YxjbRidk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3839,10.3 mi,16611
ChIJmSSmrwQE9YgRJc3GqPNn3YE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3933,11.2 mi,17974
ChIJN8-3fBAE9YgRJ1OXXmQYGLI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5056,18.8 mi,30264
