origin_place_id,destination_place_id,duration_text,duration_value,distance_text,distance_value
ChIJr5oVUWcJ9YgRUO8prauTa7c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5137,18.4 mi,29547
ChIJU1kUKVoJ9YgRFjLHgcL2NC0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4724,18.0 mi,29017
ChIJwfS7WF4J9YgRJ9YBhGGq7M0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4884,18.2 mi,29224
ChIJKyvwaJAF9YgR07y8PAE_AOw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4771,14.5 mi,23384
ChIJvSNxi48F9YgRh7IMIzL7h-o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4593,14.4 mi,23133
ChIJ4RpMvKP89IgRgpk_pl0R8vM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 55 mins,6897,34.4 mi,55403
ChIJ5RtT5r389IgRHnUvDxkV9w4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5871,34.1 mi,54849
ChIJbctwoA3j9IgR_GPiMx6F1U8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6318,27.4 mi,44090
ChIJh3zVnsn89IgRAz3kZZRULOM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5824,32.9 mi,52928
ChIJHZ1Ge7389IgRGBCEYvgprY0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,34.3 mi,55136
ChIJo8Ve28z89IgRuJFuFgsjex4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6416,27.9 mi,44980
ChIJP4oHjqT89IgR-XMJ6rQHyTY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6526,34.1 mi,54909
ChIJpS6wX8f89IgRGY4hZDSMPvY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6304,33.7 mi,54185
ChIJq8XsE5f89IgRluYrFLH7JNA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5988,34.5 mi,55519
ChIJs5cJUrv89IgRhGY8XsUhEug,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6067,33.9 mi,54485
ChIJS9Wg0bz89IgRCAbK_v2l5iw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5892,34.0 mi,54718
ChIJswUldbz89IgR6TnlbIZesX8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5858,34.0 mi,54685
ChIJUWUlQLb89IgR8tmH-62SMFs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6482,28.8 mi,46352
ChIJuZvjcqL89IgR6-uyCRy9nt0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6474,34.9 mi,56225
ChIJW7EwNtDj9IgR0n1bxAKvAlQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6478,34.0 mi,54722
ChIJ0UVqTXgL9YgRchC-n5A1TqQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5385,22.5 mi,36239
ChIJ5XL2qm0L9YgR9GufSucWEMg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5891,23.3 mi,37516
ChIJ8youYGwL9YgRaJaoJ_ejRCE,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJA8IdZm8L9YgR60i1O8fafuM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5724,23.6 mi,37922
ChIJAz1INHEM9YgRO2xAeYBfcXo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6210,26.0 mi,41873
ChIJd8TkYocL9YgRbxVL8rvNdvA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5933,25.3 mi,40705
ChIJeX4xrHAL9YgRKXh8p0XjNWM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5568,22.6 mi,36353
ChIJl8a2IHYM9YgRYPWCzIgNmsw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 57 mins,7006,26.2 mi,42158
ChIJm7vwSmAL9YgRFv7nrQyjG-g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6228,24.0 mi,38676
ChIJMenfvGoL9YgRbJjdfk98eCI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 51 mins,6653,23.9 mi,38490
ChIJMXC-y38L9YgRwXgzLM2MNrA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6090,25.0 mi,40188
ChIJmxS1IngM9YgR2ZlOGH1cMds,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5970,25.6 mi,41227
ChIJs_-MPmUL9YgRWMad6c7NQcc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5421,23.3 mi,37538
ChIJSZ3PfUEL9YgRHLgVRR92cr8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 10 mins,7815,25.1 mi,40327
ChIJVfSkWWIL9YgRatAE6NkCrWo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5586,24.0 mi,38640
ChIJV-l3mnsM9YgR0r-AV43yiPQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6458,25.8 mi,41593
ChIJXxYvGX4L9YgR6Z95zJAbmuU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6042,24.7 mi,39791
ChIJs5lzwHMD9YgRvjxGQfQMbwg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4853,20.1 mi,32349
ChIJ82tH5-b99IgRv-hORZV9PGs,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 0 mins,7193,33.6 mi,54066
ChIJBS_0n_399IgR84_T5coBSIo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6471,23.5 mi,37810
ChIJC6d5rpgC9YgRK9K-LSENKZo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6054,24.3 mi,39179
ChIJcXSknJ8C9YgR4Ef_DMejZ60,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6377,22.3 mi,35900
ChIJD1GxQXv99IgRp0nkX3i76GQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,22.6 mi,36352
ChIJdZxx5ngC9YgRSGBkI6Zq_Yo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5765,24.0 mi,38624
ChIJh_Eywm799IgR3qN_J95sk9g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6238,22.9 mi,36919
ChIJiadlgWIC9YgRyrJT48u4J7U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5366,23.1 mi,37239
ChIJiz4TV58C9YgR6WoD0jfL1WM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6145,24.4 mi,39312
ChIJL1xbVHwC9YgRjeSPMfX9l4s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5334,23.3 mi,37424
ChIJ--PGtBEC9YgRtZi3xJ6O2yU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6134,21.4 mi,34377
ChIJQXUTnrT99IgRicRotojE1C4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7154,32.1 mi,51730
ChIJrZf-ZncC9YgRLI-WAi-mx3c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,24.2 mi,39006
ChIJscTW044C9YgRNTyWk6T9V1A,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6226,24.4 mi,39271
ChIJu2mtXxIC9YgR53UJRqgrNpY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6441,21.6 mi,34793
ChIJvaTmIcf99IgRKSj9l0BbyQg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6017,32.1 mi,51580
ChIJy5R9LRsB9YgRDFcM3lFvTmw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6144,21.4 mi,34393
ChIJy5XMsnkC9YgRb22B4jSMACg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5772,24.0 mi,38635
ChIJy5XMsnkC9YgRMxGYsd5v-94,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5878,24.1 mi,38786
ChIJYVCfW4UC9YgRbae5wjMM7xM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5599,21.1 mi,33936
ChIJ0eAiI4oF9YgRzXGW-ileg3k,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4670,14.2 mi,22925
ChIJ0ZYo9vQF9YgRnxY5lr8OUhw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 8 mins,4054,13.5 mi,21774
ChIJ1TvbT_IF9YgRelOuN46i7Pc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4198,15.1 mi,24375
ChIJ3VHsz_IF9YgRrIk0aorNkO0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4326,15.3 mi,24573
ChIJ6evD3o4F9YgRguQGGmvIepQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4464,14.1 mi,22772
ChIJ8ZE48o0F9YgRnbA-mlAwPKE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4410,14.2 mi,22905
ChIJBTuroOcF9YgR8_Et3TgaeoE,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2951,9.1 mi,14631
ChIJE-U2EIkF9YgREEP6gYxczsU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4713,14.4 mi,23095
ChIJgwXXNFgP9YgRGuNe7c86TPI,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3240,11.5 mi,18552
ChIJlS2RUYwF9YgRbYUv_wqnsTc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4274,13.9 mi,22415
ChIJM2OqHV8P9YgRcyyN2094emY,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3429,11.6 mi,18745
ChIJM-P4wV8P9YgRfGD4S3thE1c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4230,15.8 mi,25454
ChIJn8QQxecF9YgRVMRYiH6yPOg,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2883,9.0 mi,14542
ChIJp2dJv_MF9YgRGz4wGK8vpTM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4302,13.7 mi,22025
ChIJQ7ciaVkP9YgRHKDmLcajAsA,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3423,11.7 mi,18772
ChIJSSvHx_UF9YgRzYa4eSjKZ54,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4202,15.7 mi,25274
ChIJVVVVVYUF9YgRvn7odjRhslI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4172,15.2 mi,24384
ChIJ_1HFSkME9YgRA1Jk2QZfwdQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3703,17.2 mi,27723
ChIJ_5DkQkME9YgRMlYMdsZqQE4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3784,17.3 mi,27848
ChIJ2RezYGgE9YgRjvvjTRTgoVM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3706,17.3 mi,27807
ChIJ7ZJkxkQE9YgRg7hz32LB2uw,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3548,16.6 mi,26757
ChIJb7gZJ10E9YgRIweyPf6bwtg,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3515,17.1 mi,27512
ChIJf8HolFwE9YgRI7_Vef1MlSA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3615,16.7 mi,26822
ChIJkTO--VoE9YgRIErGfY5pnDY,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3396,12.1 mi,19509
ChIJkWbdQ0IE9YgRzj_x_EiLc3Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3655,17.2 mi,27645
ChIJUREhHEQE9YgRnUJMRK4AmGM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3886,16.9 mi,27163
ChIJ4RVqP8QO9YgRcgmc-_Iaeg0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4981,17.4 mi,27979
ChIJAeHJRZUO9YgRzZpxaK1-OuQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6062,16.4 mi,26360
ChIJbxMsEukO9YgRfDD8sdFJi_s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5688,15.8 mi,25498
ChIJi3xrf54O9YgREHk0J369Bfc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6134,20.4 mi,32754
ChIJidkAVLEO9YgR5KYr_s0igHw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5201,18.3 mi,29375
ChIJmV1KlJYO9YgRgsz4dnRceJ4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5896,16.6 mi,26660
ChIJSxGFEekO9YgRJ2nrk__4OfQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6021,16.1 mi,25923
ChIJWQFY_JUO9YgRjUyIq7cOLqA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6129,16.7 mi,26867
ChIJXzImruwO9YgRxezeHPTSxk0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5874,16.2 mi,26094
ChIJ692p84Og9YgRW0AIZXn5pzE,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ9wxEw8Cg9YgRwX8FiRjWYrY,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 10 mins,7800,15.2 mi,24511
ChIJa0ac3Lig9YgRTu3X_8T53us,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6375,17.5 mi,28091
ChIJF911laqg9YgRS9Z5tLHtO_U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4767,15.4 mi,24861
ChIJgXMcebig9YgRIDve4EIG7Bg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6119,17.1 mi,27469
ChIJi7SjZ7mg9YgRvYj3t1NUgkU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6289,17.2 mi,27715
ChIJK_YEhFOn9YgRGSOHINrnMH4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 9 mins,4117,9.6 mi,15439
ChIJLUtIvLyg9YgROaAob6JVE1s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 50 mins,6572,17.4 mi,28042
ChIJm1tWjrug9YgRrQ3aa6B2Hyw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6395,17.3 mi,27794
ChIJMVMz3big9YgRlEOr9GZnl9o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6329,17.4 mi,28012
ChIJU2yW6wcK9YgRdnibAJHW2cI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4968,16.1 mi,25834
ChIJUdfTB1en9YgRkJQdHPQyuLw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4190,9.2 mi,14822
ChIJwUKrlP8J9YgRNgQ5B5LOwLg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4619,15.3 mi,24656
ChIJwwFCeLug9YgR0cIsuhrEKaE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6404,17.3 mi,27808
ChIJX6ZqYvyg9YgRKYYveqZEaw4,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 6 mins,7575,18.5 mi,29735
ChIJY8HmTP4J9YgRw-jG7txOkJY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4424,14.9 mi,24005
ChIJZ358igcK9YgRzxo7hNpQO7g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4927,16.4 mi,26366
ChIJZa7dDFqn9YgRUAab3Ev45fg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3919,9.0 mi,14422
ChIJjzSdA0QE9YgR8PHIr1MBpkk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3886,16.9 mi,27163
ChIJV_2MckQE9YgR46esP7GRODI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3795,16.8 mi,27050
ChIJzUiwA0QE9YgRFbnchN_sxK4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3887,16.9 mi,27164
ChIJ3biW0fYE9YgRBsd25okY704,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4430,17.3 mi,27823
ChIJ-3Q2w_YE9YgRf-T7bCPojBY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5085,18.6 mi,29975
ChIJ-3Q2w_YE9YgRFzMRIM4dZC8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5085,18.6 mi,29975
ChIJ5RH3C1UE9YgRhduKthWGgNM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4394,17.8 mi,28589
ChIJ6dBPmvcE9YgRAAxJdhveluU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4179,17.1 mi,27467
ChIJ942ZDvgE9YgRozOnp-eqV9Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4322,17.2 mi,27643
ChIJBXi2F_cE9YgRZNPaHf1gPG4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4487,17.3 mi,27892
ChIJc4omr1YE9YgRtTfIlRIZ5H0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 9 mins,4162,17.0 mi,27411
ChIJDZ38e_sE9YgR0QH7dFkEEvo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5720,14.5 mi,23339
ChIJL2Qf0PkE9YgRNEnPBEeouCQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4186,17.1 mi,27477
ChIJm-KmAvgE9YgReNDsoxuduOs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4244,17.1 mi,27540
ChIJO8BDbfEE9YgR2OBtxmMIlfk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4691,17.5 mi,28169
ChIJoWA6-PcE9YgRSTg2QoMPHa0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4244,17.1 mi,27540
ChIJq6Ynm_oE9YgRLUG5M_9EUxM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4957,17.7 mi,28535
ChIJRQKixesE9YgRmyOVfTSC1Ug,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4836,19.2 mi,30925
ChIJSTzX81wE9YgROjXNgo9VbIY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3636,16.7 mi,26857
ChIJt_Wv5_YE9YgRu2vf1QDfFNw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4477,17.3 mi,27902
ChIJt16xNO0E9YgRzJV1EFJkYSQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4362,18.2 mi,29327
ChIJTUPv4_gE9YgRGJ8y-ogDFiM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4688,18.0 mi,28896
ChIJ-UiZ_FoE9YgRsZQBQkBCwSg,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3396,12.1 mi,19509
ChIJV_7JTvsE9YgRQ5VRJ7UHQWE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5665,14.5 mi,23283
ChIJf7igbDAb9YgRifmscRigC1M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5683,19.0 mi,30528
ChIJfy6o9AQb9YgR-wyrj7Aexv0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5733,22.5 mi,36201
ChIJMcR7Ejob9YgRaYuSVxJa2hA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6057,19.3 mi,31012
ChIJQ6RSBw4b9YgRHuUpmjNW_kc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5815,22.0 mi,35354
ChIJaRv9FZUE9YgRAnHBgrNMZKo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4985,18.9 mi,30460
ChIJc7zVnowE9YgRjx4A4Enest0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4556,18.2 mi,29225
ChIJCyM6FOwE9YgR3QDISY5DIRw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4673,18.9 mi,30489
ChIJd9xbE5UE9YgRdxre_qZvSkg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5247,16.1 mi,25922
ChIJdUSsCuwE9YgRnbOxGoNw8sc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4639,18.9 mi,30454
ChIJQ-icamgE9YgRsNHwJbuQkig,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4618,18.5 mi,29769
ChIJUdzH78ME9YgRUROZ5CwZ-Zg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6055,17.4 mi,28045
ChIJWy2UP5ME9YgRNPGMD2y6vFE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4693,18.7 mi,30120
ChIJ80RkmacY9YgRdfMlOEFMdn8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 14 mins,8021,28.4 mi,45768
ChIJHbEguAMi9YgREMcxD9fw2rw,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 11 mins,7886,35.2 mi,56619
ChIJKeQEFSwZ9YgRpB09hUPAeH0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6296,26.3 mi,42343
ChIJwVBti9cY9YgRrKc_9Iw9bM8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6393,26.4 mi,42476
ChIJxUfvF98Y9YgRdOf7id5f6Y8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 19 mins,8360,30.0 mi,48347
ChIJ5atouDX89IgRdNO7oMkpUGk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 52 mins,6697,31.9 mi,51324
ChIJi7X1vYQC9YgRKehbbMMejoo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5795,21.5 mi,34579
ChIJiSBANUr89IgRRkfhV4Xf0Qs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 52 mins,6696,31.8 mi,51109
ChIJJe6GDNv99IgRJnRjzmBXabA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6125,32.8 mi,52713
ChIJjZXMsnkC9YgRqpB_JvieGDw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5878,24.1 mi,38786
ChIJnRF9234C9YgRpHeUKuIBMvo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5618,23.9 mi,38437
ChIJo2IJeqsD9YgRnzbqJ6ibSR0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6216,18.8 mi,30227
ChIJvVmED-YD9YgRORypGISV8nI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5474,14.9 mi,23988
ChIJ35uhTAkd9YgRtWgshF3hTC4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5132,21.1 mi,33949
ChIJ55XD8uAd9YgRS9cPbCy9osU,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 3 mins,7368,29.6 mi,47600
ChIJFYXhNfbh9IgRZcaD6R-rMoI,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 0 mins,7172,34.5 mi,55500
ChIJMzkcAxPi9IgR74-TfNnw3fE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6126,28.4 mi,45730
ChIJTd-uAxEd9YgRcZx_OlyeWv8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5376,20.9 mi,33607
ChIJy0PIAhHi9IgRGsQR23vzmVo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6210,28.7 mi,46158
